question	answer
I am guessing that she is going to give me my invite today or tomorrow.	You're probably right, Do you intend on going to the party?
You're probably right, Do you intend on going to the party?	I want to. I heard it is going to be really fun.
I want to. I heard it is going to be really fun.	I know, It does sound pretty awesome.
I know, It does sound pretty awesome.	Well, When does the party start?
Well, When does the party start?	It is supposed to start at about eight.
It is supposed to start at about eight.	How many invitations has she given out?
How many invitations has she given out?	I really do not know, But i do not think she gave out that many yet.
I really do not know, But i do not think she gave out that many yet.	I really want to go, So i hope that she gives me my invite soon.
Has anyone told you about jessica's party coming up?	I was told about it already. I am just waiting for my invitation.
I was told about it already. I am just waiting for my invitation.	Is that right? I already got my invitation from her earlier.
Is that right? I already got my invitation from her earlier.	I believe that she will give me the invitation today.
I believe that she will give me the invitation today.	Are you even going to go?
Are you even going to go?	Yeah, It sounds like it is going to be the best party of the year.
Yeah, It sounds like it is going to be the best party of the year.	Exactly, It seems like it is going to be loads of fun.
Exactly, It seems like it is going to be loads of fun.	When exactly does the party start?
When exactly does the party start?	The invitation says it starts at 8:00 p.M.
The invitation says it starts at 8:00 p.M.	Has she given out a lot of invitations yet?
Has she given out a lot of invitations yet?	I have no idea, She hasn't given out many though.
Hey, What is up?	Nothing really.
Nothing really.	I am throwing a party on friday.
I am throwing a party on friday.	I did not realize that.
I did not realize that.	You did not?
You did not?	Nobody has told me anything about your party.
Nobody has told me anything about your party.	Did you want to go?
Did you want to go?	When does it start?
When does it start?	At 8:00 p.M.
At 8:00 p.M.	I will be there.
I will be there.	I would better see you there.
I would better see you there.	Of course.
What is going on with you?	Fine. What is going on with you?
Fine. What is going on with you?	I am having a party this friday.
I am having a party this friday.	I had no idea.
I had no idea.	Is that right?
Is that right?	I did not hear anything about it.
I did not hear anything about it.	Can you go?
Can you go?	What time?
What time?	It starts at 8 o'clock.
It starts at 8 o'clock.	I will go.
I will go.	I hope that I will see you there.
I hope that I will see you there.	No doubt.
What is going on?	Not much.
Not much.	This friday, I am throwing a party.
This friday, I am throwing a party.	Oh really? I did not know that.
Oh really? I did not know that.	Are you serious?
Are you serious?	I haven't heard anything about it.
I haven't heard anything about it.	Can you make it?
Can you make it?	What time does it start?
What time does it start?	The party starts at 8.
The party starts at 8.	Yeah, I think I will go.
Yeah, I think I will go.	Am i going to see you there?
What is going on?	Nothing really, You?
Nothing really, You?	I am throwing a party nextsaturday.
I am throwing a party nextsaturday.	Is that right?
Is that right?	Yeah, Are you going to come?
Yeah, Are you going to come?	I am sorry, I cannot.
I am sorry, I cannot.	Why not?
Why not?	I do not really want to.
I do not really want to.	Well, Why do not you?
Well, Why do not you?	I hate going to parties.
I hate going to parties.	Well, That is okay.
Well, That is okay.	Yeah, Sorry.
What is up?	Nothing, How about you?
Nothing, How about you?	Nextsaturday, I am going to have a party.
Nextsaturday, I am going to have a party.	Oh, Really?
Oh, Really?	You are coming?
You are coming?	Probably not.
Probably not.	Why is that?
Why is that?	I do not feel like going.
I do not feel like going.	Why not?
Why not?	I really cannot stand going to parties.
I really cannot stand going to parties.	I understand, I guess.
I understand, I guess.	Sorry about that.
What is happening?	Not a lot, What about you?
Not a lot, What about you?	I am having a party nextsaturday.
I am having a party nextsaturday.	That is nice.
That is nice.	Are you going to be there?
Are you going to be there?	I do not think so.
I do not think so.	Is there a reason why?
Is there a reason why?	I just really do not want to go.
